Image_Name,P0_X,P0_Y,P0_Z,P1_X,P1_Y,P1_Z,P2_X,P2_Y,P2_Z,P3_X,P3_Y,P3_Z,P4_X,P4_Y,P4_Z,P5_X,P5_Y,P5_Z,P6_X,P6_Y,P6_Z,P7_X,P7_Y,P7_Z,P8_X,P8_Y,P8_Z,P9_X,P9_Y,P9_Z,P10_X,P10_Y,P10_Z,P11_X,P11_Y,P11_Z,P12_X,P12_Y,P12_Z,P13_X,P13_Y,P13_Z,P14_X,P14_Y,P14_Z,P15_X,P15_Y,P15_Z,P16_X,P16_Y,P16_Z,P17_X,P17_Y,P17_Z,P18_X,P18_Y,P18_Z,P19_X,P19_Y,P19_Z,P20_X,P20_Y,P20_Z,P21_X,P21_Y,P21_Z,P22_X,P22_Y,P22_Z,P23_X,P23_Y,P23_Z,P24_X,P24_Y,P24_Z,P25_X,P25_Y,P25_Z,P26_X,P26_Y,P26_Z,P27_X,P27_Y,P27_Z,P28_X,P28_Y,P28_Z,P29_X,P29_Y,P29_Z,P30_X,P30_Y,P30_Z,P31_X,P31_Y,P31_Z,P32_X,P32_Y,P32_Z,Label
BB2-SS1-WG_jpg.rf.f4ff8456e68bb312aef602580b823cf7 - Copy (2).jpg,0.5371103882789612,0.6330958604812622,-0.7854287624359131,0.5274450182914734,0.642248809337616,-0.7650592923164368,0.5209185481071472,0.6409574747085571,-0.7655463814735413,0.5154172778129578,0.6395258903503418,-0.7655103206634521,0.5437121391296387,0.6437669992446899,-0.7658290266990662,0.5488027930259705,0.6434376239776611,-0.7663639187812805,0.554280161857605,0.6429128050804138,-0.7666571736335754,0.5100362300872803,0.6319797039031982,-0.6001930832862854,0.564860999584198,0.634787917137146,-0.600908100605011,0.5269361138343811,0.6165610551834106,-0.7178476452827454,0.546305775642395,0.6197388172149658,-0.7207246422767639,0.4565490484237671,0.5566868185997009,-0.4677565395832062,0.6183557510375977,0.5652494430541992,-0.4520910978317261,0.3430426716804504,0.5465243458747864,-0.5033295154571533,0.7337491512298584,0.566059410572052,-0.5149277448654175,0.2304480075836181,0.5524451732635498,-0.6668561697006226,0.8556249141693115,0.5804903507232666,-0.6758706569671631,0.2001488506793975,0.5638201236724854,-0.6996370553970337,0.8902610540390015,0.5967744588851929,-0.7168725728988647,0.1948034763336181,0.5729444622993469,-0.7549919486045837,0.892493486404419,0.6004073619842529,-0.7613638043403625,0.2033433318138122,0.5659610629081726,-0.695910632610321,0.8803346157073975,0.5934871435165405,-0.703869640827179,0.4977364838123321,0.3538344800472259,-0.0167808141559362,0.5888481736183167,0.3527292013168335,0.016374671831727,0.4902417957782745,0.2304567992687225,-0.032538641244173,0.5924543142318726,0.2321299612522125,0.0547505356371402,0.4853882193565368,0.1166720688343048,0.2598348557949066,0.584141194820404,0.1165128201246261,0.376147985458374,0.4960755407810211,0.1010303199291229,0.2776851952075958,0.5721216201782227,0.1001673191785812,0.4003301858901977,0.4569312334060669,0.0582497715950012,0.1052637323737144,0.6260908246040344,0.0604051947593688,0.24488565325737,BB2-SS1-WG
BB2-SS1-WOG_jpg.rf.99161d09a40d5e4926442cfe1ddd5df2 - Copy.jpg,0.5477401614189148,0.3715843260288238,-0.7626541256904602,0.5539591908454895,0.3586828410625458,-0.7422741055488586,0.5600318312644958,0.3586130738258362,-0.7428103685379028,0.5662102103233337,0.3589759171009063,-0.7427835464477539,0.5384383201599121,0.3600684404373169,-0.7487074732780457,0.5338030457496643,0.3613728582859039,-0.7492424249649048,0.5279353260993958,0.3632450997829437,-0.749569296836853,0.5700684785842896,0.3660890161991119,-0.5771321654319763,0.5193505883216858,0.3716985881328583,-0.6051307320594788,0.5585629343986511,0.3835883140563965,-0.6945824027061462,0.5387288928031921,0.38570237159729,-0.7052936553955078,0.6271005868911743,0.4330329895019531,-0.4416990578174591,0.4655810594558716,0.439777135848999,-0.4750185310840606,0.7455950975418091,0.432509183883667,-0.4595945179462433,0.3540835380554199,0.4378338158130646,-0.5543692708015442,0.865148663520813,0.4221968650817871,-0.6165587306022644,0.2441087365150451,0.4299302697181701,-0.7194302082061768,0.8961607813835144,0.4083790183067322,-0.6451575756072998,0.2126809656620025,0.4185019135475158,-0.764944851398468,0.9024214744567872,0.4074189662933349,-0.7012022733688354,0.2087017595767974,0.4130095243453979,-0.8096588253974915,0.8903417587280273,0.4138984978199005,-0.6454737782478333,0.2195569276809692,0.4178284108638763,-0.7482211589813232,0.5892954468727112,0.6520580649375916,0.0113118467852473,0.5009950995445251,0.6532908082008362,-0.0116073945537209,0.5868957042694092,0.7653305530548096,0.081644982099533,0.4961959719657898,0.7673351764678955,-0.0339074917137622,0.5717201828956604,0.8730813264846802,0.4375021755695343,0.4979758262634277,0.8699606657028198,0.3657261729240417,0.5573369860649109,0.8881450891494751,0.4618646204471588,0.5067495107650757,0.8821286559104919,0.3982449471950531,0.5998080372810364,0.9247196316719056,0.2850392758846283,0.4800260663032532,0.92988258600235,0.2302446216344833,BB2-SS1-WOG
BB2-SS1-WG_jpg.rf.41f85aa2c8503f7548e801025f8ba9ff - Copy.jpg,0.5432484149932861,0.3697062134742737,-0.7748872637748718,0.5506289601325989,0.3584972321987152,-0.7533314228057861,0.5567989349365234,0.3590788245201111,-0.7538286447525024,0.5631928443908691,0.3597498536109924,-0.7538166046142578,0.5343204736709595,0.357915997505188,-0.7573292851448059,0.5284721851348877,0.3584076166152954,-0.7578482031822205,0.5224214792251587,0.359147310256958,-0.7581413984298706,0.5682495832443237,0.3661988079547882,-0.5820649862289429,0.5129321813583374,0.3658947050571441,-0.5997703075408936,0.5537672638893127,0.3840880990028381,-0.7045368552207947,0.5336470007896423,0.3840561807155609,-0.712249755859375,0.6214780807495117,0.432948887348175,-0.4394421577453613,0.456531286239624,0.4415521323680877,-0.4533478915691376,0.7401031851768494,0.4327140152454376,-0.4506075382232666,0.3478248417377472,0.4537395238876343,-0.5091395974159241,0.8718529343605042,0.416233479976654,-0.5681944489479065,0.2422742545604705,0.451751708984375,-0.6313021779060364,0.9040412306785583,0.4001302719116211,-0.5884071588516235,0.2119299173355102,0.4427732229232788,-0.6631965637207031,0.9086828231811525,0.3980607390403747,-0.6420037150382996,0.2080043256282806,0.4357046782970428,-0.7081738710403442,0.8983563780784607,0.4066715836524963,-0.5949538350105286,0.2184241712093353,0.4406777620315552,-0.6581664681434631,0.587078332901001,0.6479679942131042,0.0012810453772544,0.4959798157215118,0.6484261155128479,-0.0015527510549873,0.5927526354789734,0.7691134810447693,-0.0618754923343658,0.4872931241989136,0.7637626528739929,-0.1991540938615799,0.5885308384895325,0.8865913152694702,0.261487066745758,0.4863506257534027,0.8853997588157654,0.1569742262363433,0.5782257914543152,0.9021496772766112,0.2814572751522064,0.4969339966773987,0.8999854326248169,0.1850640773773193,0.6302821040153503,0.9398673176765442,0.1016149297356605,0.4537893533706665,0.9407477378845216,0.0181716810911893,BB2-SS1-WG
BB2-SS1-WOG_jpg.rf.c7d4320378ac307e031853aa0bd18750.jpg,0.5412630438804626,0.6274197101593018,-0.8017839789390564,0.5299383401870728,0.6398247480392456,-0.7833871841430664,0.5243340730667114,0.6386263370513916,-0.783918559551239,0.517760157585144,0.6369552612304688,-0.7838855981826782,0.5473056435585022,0.6405845880508423,-0.7842543125152588,0.5531153082847595,0.640209972858429,-0.784801721572876,0.5579267144203186,0.6396960020065308,-0.7851115465164185,0.5129693150520325,0.6288807988166809,-0.6155762672424316,0.5666410326957703,0.6335890889167786,-0.6176545023918152,0.5299956798553467,0.6113370656967163,-0.7316096425056458,0.5511701107025146,0.6139512062072754,-0.7349209785461426,0.4603634178638458,0.5580790638923645,-0.4752517938613891,0.6229391098022461,0.5642468333244324,-0.451219379901886,0.3494840264320373,0.5581204891204834,-0.4820078611373901,0.7365353107452393,0.56925368309021,-0.4915952980518341,0.2389029264450073,0.5657838582992554,-0.6437543630599976,0.855733335018158,0.5781738758087158,-0.650671124458313,0.2106210589408874,0.5765751600265503,-0.6813656687736511,0.8898360729217529,0.589028537273407,-0.69590824842453,0.2060815095901489,0.5805409550666809,-0.7382299900054932,0.8943953514099121,0.5905768275260925,-0.7418235540390015,0.2161432206630706,0.575672447681427,-0.6733469367027283,0.8834068179130554,0.5851784944534302,-0.6794359683990479,0.5009776949882507,0.344786673784256,-0.0200303476303815,0.5900257229804993,0.3465308547019958,0.019694285467267,0.497998297214508,0.2325854301452636,0.0843860357999801,0.5843946933746338,0.229020744562149,0.1652781665325164,0.5004608035087585,0.12946717441082,0.4668031632900238,0.5748833417892456,0.1271778494119644,0.5833846926689148,0.5097235441207886,0.116024300456047,0.4939269721508026,0.5598748922348022,0.1114656180143356,0.6178478598594666,0.4831610321998596,0.0722300112247467,0.32341068983078,0.6104838252067566,0.0705025494098663,0.4686176478862762,BB2-SS1-WOG
BB2-SS1-WG_jpg.rf.5f4fdacf0db6fa042ecbf0a61228ba03.jpg,0.4586759805679321,0.3667194545269012,-0.7791745662689209,0.4692386984825134,0.3531917631626129,-0.756659984588623,0.47503662109375,0.3542890548706054,-0.757162868976593,0.4817935228347778,0.3560890853404999,-0.7571496367454529,0.4528624415397644,0.3540365099906921,-0.7570791244506836,0.4467940330505371,0.3553599119186401,-0.7575988173484802,0.4416503310203552,0.3568621873855591,-0.7578743100166321,0.490009993314743,0.3653193414211273,-0.5836582779884338,0.4335673451423645,0.3642035126686096,-0.5826461911201477,0.4705214202404022,0.3832288384437561,-0.7085464596748352,0.4492186307907104,0.3818507790565491,-0.7110549211502075,0.5426881313323975,0.4421735405921936,-0.4470089972019195,0.3816850185394287,0.4318740963935852,-0.4251560568809509,0.6569309234619141,0.4522958397865295,-0.4639179408550262,0.2642282843589782,0.4327665269374847,-0.4791785180568695,0.7669320106506348,0.4463286995887756,-0.6274744272232056,0.1392460763454437,0.4190734028816223,-0.6436806917190552,0.7977750301361084,0.4334717392921448,-0.6621755957603455,0.1060124337673187,0.4044406116008758,-0.684316873550415,0.8017371296882629,0.4268510043621063,-0.7189997434616089,0.1008180379867553,0.4019156992435455,-0.7335187792778015,0.7925024032592773,0.4328570663928985,-0.6569554805755615,0.1128283441066742,0.409122109413147,-0.6736383438110352,0.5027903914451599,0.6480914354324341,-0.0137398838996887,0.4122165143489837,0.6494144797325134,0.0133123332634568,0.5107607245445251,0.7691715955734253,-0.0915019661188125,0.4098019003868103,0.7671587467193604,0.0141797978430986,0.5105591416358948,0.8812308311462402,0.2552483081817627,0.4149936735630035,0.8869970440864563,0.3448692858219147,0.5009503364562988,0.896319568157196,0.2787893414497375,0.427408218383789,0.9017394185066224,0.3693224787712097,0.5437581539154053,0.9400449991226196,0.1120316833257675,0.3698866367340088,0.9388492107391356,0.2091653794050216,BB2-SS1-WG
BB2-SS1-WG_jpg.rf.f4ff8456e68bb312aef602580b823cf7.jpg,0.5371103882789612,0.6330958604812622,-0.7854287624359131,0.5274450182914734,0.642248809337616,-0.7650592923164368,0.5209185481071472,0.6409574747085571,-0.7655463814735413,0.5154172778129578,0.6395258903503418,-0.7655103206634521,0.5437121391296387,0.6437669992446899,-0.7658290266990662,0.5488027930259705,0.6434376239776611,-0.7663639187812805,0.554280161857605,0.6429128050804138,-0.7666571736335754,0.5100362300872803,0.6319797039031982,-0.6001930832862854,0.564860999584198,0.634787917137146,-0.600908100605011,0.5269361138343811,0.6165610551834106,-0.7178476452827454,0.546305775642395,0.6197388172149658,-0.7207246422767639,0.4565490484237671,0.5566868185997009,-0.4677565395832062,0.6183557510375977,0.5652494430541992,-0.4520910978317261,0.3430426716804504,0.5465243458747864,-0.5033295154571533,0.7337491512298584,0.566059410572052,-0.5149277448654175,0.2304480075836181,0.5524451732635498,-0.6668561697006226,0.8556249141693115,0.5804903507232666,-0.6758706569671631,0.2001488506793975,0.5638201236724854,-0.6996370553970337,0.8902610540390015,0.5967744588851929,-0.7168725728988647,0.1948034763336181,0.5729444622993469,-0.7549919486045837,0.892493486404419,0.6004073619842529,-0.7613638043403625,0.2033433318138122,0.5659610629081726,-0.695910632610321,0.8803346157073975,0.5934871435165405,-0.703869640827179,0.4977364838123321,0.3538344800472259,-0.0167808141559362,0.5888481736183167,0.3527292013168335,0.016374671831727,0.4902417957782745,0.2304567992687225,-0.032538641244173,0.5924543142318726,0.2321299612522125,0.0547505356371402,0.4853882193565368,0.1166720688343048,0.2598348557949066,0.584141194820404,0.1165128201246261,0.376147985458374,0.4960755407810211,0.1010303199291229,0.2776851952075958,0.5721216201782227,0.1001673191785812,0.4003301858901977,0.4569312334060669,0.0582497715950012,0.1052637323737144,0.6260908246040344,0.0604051947593688,0.24488565325737,BB2-SS1-WG
BB2-SS1-WG_jpg.rf.41f85aa2c8503f7548e801025f8ba9ff.jpg,0.5432484149932861,0.3697062134742737,-0.7748872637748718,0.5506289601325989,0.3584972321987152,-0.7533314228057861,0.5567989349365234,0.3590788245201111,-0.7538286447525024,0.5631928443908691,0.3597498536109924,-0.7538166046142578,0.5343204736709595,0.357915997505188,-0.7573292851448059,0.5284721851348877,0.3584076166152954,-0.7578482031822205,0.5224214792251587,0.359147310256958,-0.7581413984298706,0.5682495832443237,0.3661988079547882,-0.5820649862289429,0.5129321813583374,0.3658947050571441,-0.5997703075408936,0.5537672638893127,0.3840880990028381,-0.7045368552207947,0.5336470007896423,0.3840561807155609,-0.712249755859375,0.6214780807495117,0.432948887348175,-0.4394421577453613,0.456531286239624,0.4415521323680877,-0.4533478915691376,0.7401031851768494,0.4327140152454376,-0.4506075382232666,0.3478248417377472,0.4537395238876343,-0.5091395974159241,0.8718529343605042,0.416233479976654,-0.5681944489479065,0.2422742545604705,0.451751708984375,-0.6313021779060364,0.9040412306785583,0.4001302719116211,-0.5884071588516235,0.2119299173355102,0.4427732229232788,-0.6631965637207031,0.9086828231811525,0.3980607390403747,-0.6420037150382996,0.2080043256282806,0.4357046782970428,-0.7081738710403442,0.8983563780784607,0.4066715836524963,-0.5949538350105286,0.2184241712093353,0.4406777620315552,-0.6581664681434631,0.587078332901001,0.6479679942131042,0.0012810453772544,0.4959798157215118,0.6484261155128479,-0.0015527510549873,0.5927526354789734,0.7691134810447693,-0.0618754923343658,0.4872931241989136,0.7637626528739929,-0.1991540938615799,0.5885308384895325,0.8865913152694702,0.261487066745758,0.4863506257534027,0.8853997588157654,0.1569742262363433,0.5782257914543152,0.9021496772766112,0.2814572751522064,0.4969339966773987,0.8999854326248169,0.1850640773773193,0.6302821040153503,0.9398673176765442,0.1016149297356605,0.4537893533706665,0.9407477378845216,0.0181716810911893,BB2-SS1-WG
BB2-SS1-WG_jpg.rf.41f85aa2c8503f7548e801025f8ba9ff - Copy (2).jpg,0.5432484149932861,0.3697062134742737,-0.7748872637748718,0.5506289601325989,0.3584972321987152,-0.7533314228057861,0.5567989349365234,0.3590788245201111,-0.7538286447525024,0.5631928443908691,0.3597498536109924,-0.7538166046142578,0.5343204736709595,0.357915997505188,-0.7573292851448059,0.5284721851348877,0.3584076166152954,-0.7578482031822205,0.5224214792251587,0.359147310256958,-0.7581413984298706,0.5682495832443237,0.3661988079547882,-0.5820649862289429,0.5129321813583374,0.3658947050571441,-0.5997703075408936,0.5537672638893127,0.3840880990028381,-0.7045368552207947,0.5336470007896423,0.3840561807155609,-0.712249755859375,0.6214780807495117,0.432948887348175,-0.4394421577453613,0.456531286239624,0.4415521323680877,-0.4533478915691376,0.7401031851768494,0.4327140152454376,-0.4506075382232666,0.3478248417377472,0.4537395238876343,-0.5091395974159241,0.8718529343605042,0.416233479976654,-0.5681944489479065,0.2422742545604705,0.451751708984375,-0.6313021779060364,0.9040412306785583,0.4001302719116211,-0.5884071588516235,0.2119299173355102,0.4427732229232788,-0.6631965637207031,0.9086828231811525,0.3980607390403747,-0.6420037150382996,0.2080043256282806,0.4357046782970428,-0.7081738710403442,0.8983563780784607,0.4066715836524963,-0.5949538350105286,0.2184241712093353,0.4406777620315552,-0.6581664681434631,0.587078332901001,0.6479679942131042,0.0012810453772544,0.4959798157215118,0.6484261155128479,-0.0015527510549873,0.5927526354789734,0.7691134810447693,-0.0618754923343658,0.4872931241989136,0.7637626528739929,-0.1991540938615799,0.5885308384895325,0.8865913152694702,0.261487066745758,0.4863506257534027,0.8853997588157654,0.1569742262363433,0.5782257914543152,0.9021496772766112,0.2814572751522064,0.4969339966773987,0.8999854326248169,0.1850640773773193,0.6302821040153503,0.9398673176765442,0.1016149297356605,0.4537893533706665,0.9407477378845216,0.0181716810911893,BB2-SS1-WG
BB2-SS1-WOG_jpg.rf.ea5c22a68dbeb95e8f7573d47b49187f - Copy.jpg,0.4550281167030334,0.3713778555393219,-0.7728889584541321,0.4648112058639526,0.3618050217628479,-0.7549967765808105,0.4708921015262604,0.3623245656490326,-0.7555668950080872,0.4774662852287292,0.3633168339729309,-0.7555207014083862,0.4495301246643066,0.3619125783443451,-0.759000301361084,0.4454784989356994,0.3621249794960022,-0.7595834136009216,0.4401987791061401,0.3624067008495331,-0.7599580883979797,0.4843130111694336,0.3705021440982818,-0.5916125178337097,0.4341172277927398,0.3674850761890411,-0.6081160306930542,0.4666829705238342,0.3845374584197998,-0.7045648694038391,0.4470384418964386,0.3839744329452514,-0.7120407223701477,0.541784405708313,0.4391396343708038,-0.4503445029258728,0.3777366280555725,0.4332976937294006,-0.4630852043628692,0.6606749296188354,0.4396789968013763,-0.4521656334400177,0.2660507559776306,0.4280314743518829,-0.5279505848884583,0.7673299312591553,0.428025484085083,-0.592007577419281,0.1452382504940033,0.420239508152008,-0.6849372386932373,0.7953733205795288,0.4205323457717895,-0.6220099329948425,0.113555371761322,0.4117194712162018,-0.7307957410812378,0.8006705045700073,0.4136002659797668,-0.677537202835083,0.1092682182788848,0.4079745411872864,-0.7738832235336304,0.7901357412338257,0.4181879460811615,-0.6207730174064636,0.122279405593872,0.412843644618988,-0.713169515132904,0.5002428889274597,0.6549994349479675,-0.0064913183450698,0.412810206413269,0.6530868411064148,0.0061521409079432,0.500811755657196,0.7680063247680664,0.2357111275196075,0.4156774282455444,0.7666633725166321,0.1919109225273132,0.4981139302253723,0.8704788684844971,0.58847576379776,0.4252583086490631,0.8770451545715332,0.5808164477348328,0.4911495447158813,0.8846269249916077,0.6125307083129883,0.4364436268806457,0.8940199017524719,0.6125882267951965,0.5205582976341248,0.932175636291504,0.4525239765644073,0.3919892311096191,0.9294472932815552,0.4683568477630615,BB2-SS1-WOG
BB2-SS1-WG_jpg.rf.5f4fdacf0db6fa042ecbf0a61228ba03 - Copy.jpg,0.4586759805679321,0.3667194545269012,-0.7791745662689209,0.4692386984825134,0.3531917631626129,-0.756659984588623,0.47503662109375,0.3542890548706054,-0.757162868976593,0.4817935228347778,0.3560890853404999,-0.7571496367454529,0.4528624415397644,0.3540365099906921,-0.7570791244506836,0.4467940330505371,0.3553599119186401,-0.7575988173484802,0.4416503310203552,0.3568621873855591,-0.7578743100166321,0.490009993314743,0.3653193414211273,-0.5836582779884338,0.4335673451423645,0.3642035126686096,-0.5826461911201477,0.4705214202404022,0.3832288384437561,-0.7085464596748352,0.4492186307907104,0.3818507790565491,-0.7110549211502075,0.5426881313323975,0.4421735405921936,-0.4470089972019195,0.3816850185394287,0.4318740963935852,-0.4251560568809509,0.6569309234619141,0.4522958397865295,-0.4639179408550262,0.2642282843589782,0.4327665269374847,-0.4791785180568695,0.7669320106506348,0.4463286995887756,-0.6274744272232056,0.1392460763454437,0.4190734028816223,-0.6436806917190552,0.7977750301361084,0.4334717392921448,-0.6621755957603455,0.1060124337673187,0.4044406116008758,-0.684316873550415,0.8017371296882629,0.4268510043621063,-0.7189997434616089,0.1008180379867553,0.4019156992435455,-0.7335187792778015,0.7925024032592773,0.4328570663928985,-0.6569554805755615,0.1128283441066742,0.409122109413147,-0.6736383438110352,0.5027903914451599,0.6480914354324341,-0.0137398838996887,0.4122165143489837,0.6494144797325134,0.0133123332634568,0.5107607245445251,0.7691715955734253,-0.0915019661188125,0.4098019003868103,0.7671587467193604,0.0141797978430986,0.5105591416358948,0.8812308311462402,0.2552483081817627,0.4149936735630035,0.8869970440864563,0.3448692858219147,0.5009503364562988,0.896319568157196,0.2787893414497375,0.427408218383789,0.9017394185066224,0.3693224787712097,0.5437581539154053,0.9400449991226196,0.1120316833257675,0.3698866367340088,0.9388492107391356,0.2091653794050216,BB2-SS1-WG
